uuid,adm4_pcode,date,freq,pct_area_flood_hazard_100yr_low,pct_area_flood_hazard_100yr_med,pct_area_flood_hazard_100yr_high,pct_area_flood_hazard_25yr_low,pct_area_flood_hazard_25yr_med,pct_area_flood_hazard_25yr_high,pct_area_flood_hazard_5yr_low,pct_area_flood_hazard_5yr_med,pct_area_flood_hazard_5yr_high,pct_area_landslide_hazard_low,pct_area_landslide_hazard_med,pct_area_landslide_hazard_high
PNHZD000089,PH112402072,2015-01-01,S,4.1178,7.1186,19.006,3.7779,7.8894,16.917,3.5017,8.9547,13.2941,2.7425,6.7824,1.5314
PNHZD00008A,PH112402047,2015-01-01,S,2.4865,6.6887,12.4658,0.0,0.0,0.0,0.0,0.0,0.0,8.9765,26.4097,8.4124
PNHZD00008B,PH112402133,2015-01-01,S,16.6031,3.0038,3.4521,0.0,0.0,0.0,0.0,0.0,0.0,0.7988,3.7594,2.6241
PNHZD00008C,PH112402039,2015-01-01,S,2.3677,6.7406,6.976,0.0,0.0,0.0,0.0,0.0,0.0,11.0404,37.8941,20.8815
PNHZD00008D,PH112402019,2015-01-01,S,8.4639,16.7046,5.4377,6.4449,9.9796,3.3842,5.9647,7.8132,2.2165,1.1564,1.3288,0.0
PNHZD00008E,PH112402164,2015-01-01,S,31.7118,0.5495,0.0,23.1736,0.0904,0.0,12.2365,0.0,0.0,0.0,0.0,0.0
PNHZD00008F,PH112402159,2015-01-01,S,23.4409,5.8304,0.0,20.6301,2.547,0.0,15.47,0.0,0.0,0.0,0.0,0.0
PNHZD000090,PH112402141,2015-01-01,S,2.9214,4.5827,43.1372,3.135,2.885,32.9661,2.9034,2.5895,30.4963,4.0744,3.2698,0.0
PNHZD000091,PH112402176,2015-01-01,S,19.6475,46.8274,3.0392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD000092,PH112402143,2015-01-01,S,11.9775,6.9011,64.0658,15.9176,12.1285,35.5311,13.2299,4.3666,29.8254,0.5147,0.0454,0.0
PNHZD000093,PH112402010,2015-01-01,S,15.9865,13.3999,1.8867,0.0165,0.0,0.0,0.012,0.0,0.0,0.0144,0.0014,0.0
PNHZD000094,PH112402018,2015-01-01,S,9.1189,4.1896,0.8458,1.2349,0.4097,0.0,1.0137,0.209,0.0,2.7078,2.3162,0.0
PNHZD000095,PH112402116,2015-01-01,S,13.0383,29.2247,9.0914,10.6047,8.5776,3.6889,8.319,5.9737,2.1116,2.4359,4.0222,1.1292
PNHZD000096,PH112402107,2015-01-01,S,19.0806,7.4451,3.4119,0.0,0.0,0.0,0.0,0.0,0.0,0.724,1.4877,0.1652
PNHZD000097,PH112402144,2015-01-01,S,54.8274,8.9712,0.0,47.4759,3.4522,0.0,27.9848,0.7185,0.0,0.0,0.0,0.0
PNHZD000098,PH112402013,2015-01-01,S,5.9282,4.5802,2.9704,0.0,0.0,0.0,0.0,0.0,0.0,4.5591,8.5627,0.2728
PNHZD000099,PH112402036,2015-01-01,S,8.8721,38.1519,41.0386,13.022,40.0249,31.9331,17.0786,37.0818,19.0722,0.0,0.0,0.0
PNHZD00009A,PH112402060,2015-01-01,S,1.2454,4.533,3.7289,0.0,0.0,0.0,0.0,0.0,0.0,8.3379,38.213,35.073
PNHZD00009B,PH112402173,2015-01-01,S,5.4156,28.4313,35.7973,16.7649,38.3777,6.7939,13.0827,2.1241,4.0381,0.0,0.0,0.0
PNHZD00009C,PH112402138,2015-01-01,S,3.9357,6.4713,59.0459,4.3976,14.0811,36.9357,6.9511,14.0469,17.4519,0.6273,0.0,0.0
PNHZD00009D,PH112402077,2015-01-01,S,6.4634,8.79,22.8647,7.473,10.9481,19.1908,7.0401,12.5182,12.7366,10.17,21.7273,2.5178
PNHZD00009E,PH112402050,2015-01-01,S,2.6047,4.2365,3.2627,1.3114,1.5453,1.229,1.2219,1.5088,0.4459,8.8832,20.2381,3.3637
PNHZD00009F,PH112402174,2015-01-01,S,14.8775,5.1966,4.6237,0.0,0.0,0.0,0.0,0.0,0.0,0.2071,0.0,0.0
PNHZD0000A0,PH112402088,2015-01-01,S,1.792,6.6212,16.8673,0.0,0.0,0.0,0.0,0.0,0.0,8.3582,41.0119,21.4929
PNHZD0000A1,PH112402105,2015-01-01,S,6.6362,3.9782,2.9348,0.1206,0.1242,0.5943,0.1085,0.1092,0.491,2.9574,8.4223,3.368
PNHZD0000A2,PH112402189,2015-01-01,S,1.5721,5.0265,3.4119,0.0,0.0,0.0,0.0,0.0,0.0,15.489,44.9783,14.6919
PNHZD0000A3,PH112402122,2015-01-01,S,7.758,3.0751,4.1741,0.0,0.0,0.0,0.0,0.0,0.0,1.3855,7.5243,6.102
PNHZD0000A4,PH112402058,2015-01-01,S,14.1277,14.1066,27.6129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0000A5,PH112402009,2015-01-01,S,14.5717,5.8662,3.5576,0.0,0.0,0.0,0.0,0.0,0.0,0.2329,0.0754,0.0
PNHZD0000A6,PH112402166,2015-01-01,S,57.8981,9.1836,0.0,51.8706,4.5212,0.0,34.6142,1.6187,0.0,0.0,0.0,0.0
PNHZD0000A7,PH112402142,2015-01-01,S,9.8609,6.1864,54.6704,13.2936,11.9256,24.0703,12.3244,9.5314,16.1197,1.8839,0.4881,0.0
PNHZD0000A8,PH112402048,2015-01-01,S,9.7348,3.999,7.867,0.0,0.0,0.0,0.0,0.0,0.0,2.4471,9.7654,2.7738
PNHZD0000A9,PH112402063,2015-01-01,S,2.5964,2.5372,4.6004,2.626,2.5802,3.8759,2.308,2.3774,2.9636,14.109,39.9601,14.8694
PNHZD0000AA,PH112402023,2015-01-01,S,3.7706,5.2657,4.1669,1.0089,0.856,1.0782,0.9381,0.7683,0.7887,6.7874,8.8207,0.5783
PNHZD0000AB,PH112402901,2015-01-01,S,1.2152,3.8918,3.043,0.5623,0.4114,0.4545,0.4884,0.3551,0.3365,5.2828,26.7795,57.8851
PNHZD0000AC,PH112402091,2015-01-01,S,2.2881,6.1402,5.4849,0.0,0.0,0.0,0.0,0.0,0.0,9.5481,41.6425,22.0155
PNHZD0000AD,PH112402089,2015-01-01,S,1.5339,4.4514,6.229,0.0,0.0,0.0,0.0,0.0,0.0,10.3754,58.3673,28.437
PNHZD0000AE,PH112402139,2015-01-01,S,19.9614,3.2489,0.0,17.7169,1.9504,0.0,12.9949,0.7811,0.0,0.0,0.0,0.0
PNHZD0000AF,PH112402192,2015-01-01,S,35.7204,30.516,2.9887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0000B0,PH112402079,2015-01-01,S,12.6202,11.0847,1.8724,0.1297,0.3038,0.1847,0.1232,0.3001,0.0961,0.2612,0.182,0.0211
PNHZD0000B1,PH112402119,2015-01-01,S,1.7645,4.7882,7.4427,0.0,0.0,0.0,0.0,0.0,0.0,12.1911,35.9463,11.14
PNHZD0000B2,PH112402035,2015-01-01,S,4.0179,4.8316,5.6608,0.0,0.0,0.0,0.0,0.0,0.0,5.7159,5.0747,0.1638
PNHZD0000B3,PH112402102,2015-01-01,S,1.2732,4.8265,4.9334,0.0,0.0,0.0,0.0,0.0,0.0,10.4108,37.7859,17.2323
PNHZD0000B4,PH112402106,2015-01-01,S,1.0424,4.3702,5.3556,0.0,0.0,0.0,0.0,0.0,0.0,9.3757,34.3208,29.5406
PNHZD0000B5,PH112402163,2015-01-01,S,34.9148,2.0163,0.0,26.3137,0.8673,0.0,14.4367,0.2475,0.0,0.0,0.0,0.0
PNHZD0000B6,PH112402172,2015-01-01,S,25.3677,22.0383,8.6114,24.7305,11.5836,0.0,16.3535,0.2166,0.0,0.0,0.0,0.0
PNHZD0000B7,PH112402124,2015-01-01,S,10.3,5.0137,3.5991,0.0,0.0,0.0,0.0,0.0,0.0,4.1347,8.2416,0.7128
PNHZD0000B8,PH112402016,2015-01-01,S,8.835,5.7249,4.3725,6.9799,4.4644,3.3278,5.2781,3.683,2.1765,1.8625,4.6339,1.2062
PNHZD0000B9,PH112402149,2015-01-01,S,55.0847,20.261,0.0,49.7244,10.4108,0.0,28.6542,5.4213,0.0,0.0,0.0,0.0
PNHZD0000BA,PH112402015,2015-01-01,S,3.119,1.9934,4.2331,2.7402,1.9062,3.6396,2.3299,1.7211,2.7465,8.4482,19.779,9.6226
PNHZD0000BB,PH112402064,2015-01-01,S,5.3466,5.415,2.0348,0.0,0.0,0.0,0.0,0.0,0.0,4.0157,7.4623,0.5326
PNHZD0000BC,PH112402126,2015-01-01,S,11.7065,40.1408,19.4646,11.4143,39.9555,14.464,23.9869,18.9497,8.0931,0.0,0.0,0.0
PNHZD0000BD,PH112402167,2015-01-01,S,19.1034,4.2739,0.0,16.7071,2.1588,0.0,9.9407,0.6957,0.0,0.0,0.0,0.0
PNHZD0000BE,PH112402069,2015-01-01,S,3.3565,5.4491,45.3602,4.9798,4.8894,39.4271,3.7025,3.24,34.7603,6.7782,16.605,3.9578
PNHZD0000BF,PH112402181,2015-01-01,S,40.3686,15.2192,0.0,37.5911,8.0276,0.0,24.7602,2.9682,0.0,0.0,0.0,0.0
PNHZD0000C0,PH112402070,2015-01-01,S,4.7021,3.6895,2.5788,0.0544,0.0736,1.2976,0.0488,0.0627,1.0781,1.5547,3.3803,4.5227
PNHZD0000C1,PH112402098,2015-01-01,S,1.0894,4.303,6.7979,0.0,0.0,0.0,0.0,0.0,0.0,5.3558,45.8021,40.0996
PNHZD0000C2,PH112402004,2015-01-01,S,2.7446,5.7798,2.4013,0.0,0.0,0.0,0.0,0.0,0.0,7.122,10.2531,0.0
PNHZD0000C3,PH112402022,2015-01-01,S,20.1822,22.8065,4.1873,2.8118,6.1028,1.1477,2.23,5.5734,0.3343,1.0947,1.105,0.0803
PNHZD0000C4,PH112402169,2015-01-01,S,59.977,7.0958,0.0,50.9278,1.7062,0.0,29.8433,0.0,0.0,0.0,0.0,0.0
PNHZD0000C5,PH112402051,2015-01-01,S,4.6752,3.1236,4.0221,4.4979,2.9229,3.2966,4.0869,2.2529,2.5526,5.1817,11.9166,10.7538
PNHZD0000C6,PH112402005,2015-01-01,S,14.0187,17.1143,3.1323,0.0,0.0,0.0,0.0,0.0,0.0,0.1794,0.1376,0.0
PNHZD0000C7,PH112402180,2015-01-01,S,2.4494,4.9689,2.7197,0.9683,0.5411,0.2269,0.8157,0.4002,0.1236,9.9862,34.4578,34.6371
PNHZD0000C8,PH112402007,2015-01-01,S,11.2331,6.2785,1.9841,0.0,0.0,0.0,0.0,0.0,0.0,0.2767,1.1356,4.2391
PNHZD0000C9,PH112402104,2015-01-01,S,8.9469,8.8261,4.0755,7.8837,7.6291,3.4354,6.3929,5.6046,2.6788,0.8263,0.7846,0.0
PNHZD0000CA,PH112402112,2015-01-01,S,15.1066,4.1517,1.3757,0.0,0.0,0.0,0.0,0.0,0.0,0.6576,0.79,0.0012
PNHZD0000CB,PH112402182,2015-01-01,S,40.4172,0.0,0.0,1.7423,0.0,0.0,0.9709,0.0,0.0,0.0,0.0,0.0
PNHZD0000CC,PH112402113,2015-01-01,S,7.8669,2.4252,3.6188,6.6989,1.8628,3.2476,5.0279,1.1618,2.6305,1.8773,7.0773,5.4689
PNHZD0000CD,PH112402027,2015-01-01,S,2.0715,4.1816,40.4316,0.7785,0.4591,32.3143,0.6511,0.5673,30.5483,7.8665,27.6096,11.2821
PNHZD0000CE,PH112402155,2015-01-01,S,29.633,1.006,0.0,19.3124,0.3085,0.0,13.356,0.0,0.0,0.0,0.0,0.0
PNHZD0000CF,PH112402147,2015-01-01,S,29.4454,0.43,0.0,23.3436,0.1123,0.0,14.5113,0.0,0.0,0.0,0.0,0.0
PNHZD0000D0,PH112402187,2015-01-01,S,26.6865,10.4406,0.0,18.271,7.9865,0.0,10.4474,4.1265,0.0,0.0,0.0,0.0
PNHZD0000D1,PH112402177,2015-01-01,S,1.1629,3.6604,10.5439,0.0,0.0,0.0,0.0,0.0,0.0,7.4782,38.7377,30.5701
PNHZD0000D2,PH112402152,2015-01-01,S,7.8507,4.2236,32.2656,7.183,3.3476,29.3417,5.7794,9.1751,20.5594,0.1915,0.3006,0.0211
PNHZD0000D3,PH112402128,2015-01-01,S,4.7185,2.076,3.5702,4.0881,1.827,3.0887,3.2191,1.4651,2.4321,5.754,21.2315,7.1349
PNHZD0000D4,PH112402131,2015-01-01,S,11.2134,9.5246,7.7382,0.0,0.0,0.0,0.0,0.0,0.0,0.4721,1.6736,0.223
PNHZD0000D5,PH112402134,2015-01-01,S,0.183,15.1685,84.5563,7.9133,53.6562,27.6917,12.9693,4.9512,21.7066,0.0,0.0,0.0
PNHZD0000D6,PH112402037,2015-01-01,S,12.2273,6.9281,5.4919,0.0,0.0,0.0,0.0,0.0,0.0,1.9174,5.5493,0.5503
PNHZD0000D7,PH112402056,2015-01-01,S,22.4026,25.2526,14.6058,19.4176,22.8472,11.5605,15.8661,21.1266,7.5301,0.0399,0.0043,0.0
PNHZD0000D8,PH112402078,2015-01-01,S,7.6422,4.9154,9.2601,7.5023,4.8891,7.7084,5.673,4.3613,5.7808,5.2042,10.2878,1.8534
PNHZD0000D9,PH112402071,2015-01-01,S,1.0679,4.4423,3.7842,0.0,0.0,0.0,0.0,0.0,0.0,6.8422,34.562,43.5931
PNHZD0000DA,PH112402194,2015-01-01,S,4.3916,88.5786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0000DB,PH112402136,2015-01-01,S,37.224,7.385,0.0,31.3383,0.2698,0.0,22.0082,0.0,0.0,0.0,0.0,0.0
PNHZD0000DC,PH112402146,2015-01-01,S,21.1781,0.2886,0.0,15.684,0.0391,0.0,9.1867,0.0,0.0,0.0,0.0,0.0
PNHZD0000DD,PH112402083,2015-01-01,S,2.7147,2.0887,44.0869,2.8617,2.965,40.3472,2.854,2.1137,33.0716,4.7207,18.1995,5.9615
PNHZD0000DE,PH112402034,2015-01-01,S,1.3624,4.2857,5.676,0.0,0.0,0.0,0.0,0.0,0.0,7.2592,39.8269,47.3111
PNHZD0000DF,PH112402195,2015-01-01,S,1.2105,1.2533,54.8901,1.5468,1.7191,47.7612,1.6365,1.9184,40.3825,10.0749,21.4635,3.4901
PNHZD0000E0,PH112402118,2015-01-01,S,2.8789,3.9669,4.4842,0.1112,0.0728,0.27,0.0807,0.0871,0.222,6.261,24.0037,8.0934
PNHZD0000E1,PH112402158,2015-01-01,S,42.1482,0.4195,0.0,25.0292,0.1918,0.0,11.1892,0.0,0.0,0.0,0.0,0.0
PNHZD0000E2,PH112402188,2015-01-01,S,1.2181,4.2494,4.2098,0.1622,0.0503,0.0493,0.1172,0.028,0.0346,8.4078,50.0098,28.9576
PNHZD0000E3,PH112402191,2015-01-01,S,1.7985,5.2348,5.9429,0.0,0.0,0.0,0.0,0.0,0.0,11.8483,41.2074,19.8857
PNHZD0000E4,PH112402065,2015-01-01,S,1.6136,4.8532,5.0313,0.0,0.0,0.0,0.0,0.0,0.0,9.9521,39.2828,26.9265
PNHZD0000E5,PH112402183,2015-01-01,S,0.732,4.0672,6.1306,0.0,0.0,0.0,0.0,0.0,0.0,3.7758,26.5817,61.4312
PNHZD0000E6,PH112402026,2015-01-01,S,20.1502,41.3821,15.972,0.0,0.0,0.0,0.0,0.0,0.0,0.1103,0.1256,0.0
PNHZD0000E7,PH112402062,2015-01-01,S,2.4555,7.6068,12.7322,0.0,0.0,0.0,0.0,0.0,0.0,9.2511,53.314,22.894
PNHZD0000E8,PH112402031,2015-01-01,S,7.8756,4.7907,2.8319,4.55,2.7993,1.5473,3.3097,2.1748,0.803,3.0408,4.4608,0.3422
PNHZD0000E9,PH112402017,2015-01-01,S,11.5516,6.663,0.7511,7.5291,4.8728,0.4145,6.5057,3.4325,0.1671,0.0853,0.0011,0.0
PNHZD0000EA,PH112402157,2015-01-01,S,47.2347,1.1469,0.0,30.2958,0.2505,0.0,9.3818,0.0,0.0,0.0,0.0,0.0
PNHZD0000EB,PH112402161,2015-01-01,S,48.616,4.4846,0.0,35.6407,2.1196,0.0,20.1007,0.6557,0.0,0.0,0.0,0.0
PNHZD0000EC,PH112402121,2015-01-01,S,0.785,4.0119,4.2651,0.0,0.0,0.0,0.0,0.0,0.0,6.8259,37.5204,46.5304
PNHZD0000ED,PH112402061,2015-01-01,S,8.1389,10.5207,46.8418,10.9632,12.9003,28.1115,11.6916,11.53,16.7582,3.3956,6.2038,0.1357
PNHZD0000EE,PH112402054,2015-01-01,S,7.3159,7.4215,7.0979,0.0428,0.0342,1.1622,0.0352,0.0224,1.0299,7.3464,18.8768,5.7293
PNHZD0000EF,PH112402082,2015-01-01,S,2.0516,2.2545,25.7925,2.2152,2.4702,24.4379,2.4706,4.6681,17.5345,6.6948,35.5685,17.3832
PNHZD0000F0,PH112402125,2015-01-01,S,1.1335,1.0956,63.2295,1.1852,1.4285,60.7908,1.3879,1.9704,56.3912,4.9648,10.5764,2.9179
PNHZD0000F1,PH112402020,2015-01-01,S,14.6593,23.7988,21.4353,11.665,12.2466,11.4428,10.6283,5.2267,4.0095,0.0,0.0,0.0
PNHZD0000F2,PH112402156,2015-01-01,S,13.1958,29.5401,0.0,9.4315,26.8071,0.0,22.9392,3.3568,0.0,0.0,0.0,0.0
PNHZD0000F3,PH112402059,2015-01-01,S,16.3333,11.0563,19.421,14.1658,8.9571,16.2638,6.8412,4.9498,13.0596,2.6775,5.2297,0.9079
PNHZD0000F4,PH112402175,2015-01-01,S,3.5167,4.8741,2.7425,1.9734,1.3968,1.1671,1.6351,1.2592,0.5677,12.2178,35.5712,13.155
PNHZD0000F5,PH112402044,2015-01-01,S,5.1601,2.0389,2.5758,4.4078,1.7756,2.2574,3.4068,1.5093,1.7034,10.5696,19.589,4.3204
PNHZD0000F6,PH112402052,2015-01-01,S,9.3347,10.4815,9.7676,0.0,0.0,0.0,0.0,0.0,0.0,2.8541,8.8929,4.2547
PNHZD0000F7,PH112402168,2015-01-01,S,19.8364,0.0,0.0,14.1911,0.0,0.0,6.9095,0.0,0.0,0.0,0.0,0.0
PNHZD0000F8,PH112402029,2015-01-01,S,2.0112,4.0376,5.4338,0.0,0.0,0.0,0.0,0.0,0.0,1.6429,18.8943,52.6654
PNHZD0000F9,PH112402021,2015-01-01,S,10.8435,12.4679,1.5285,6.1074,6.2073,0.8792,5.7319,4.0233,0.4693,1.5543,0.9042,0.0059
PNHZD0000FA,PH112402171,2015-01-01,S,18.1769,30.0041,0.0,18.8488,4.2458,0.0,13.6361,1.953,0.0,0.0,0.0,0.0
PNHZD0000FB,PH112402101,2015-01-01,S,11.6865,7.1463,2.0632,0.0,0.0,0.0,0.0,0.0,0.0,0.9621,0.6077,0.0
PNHZD0000FC,PH112402003,2015-01-01,S,9.0192,11.5161,22.7696,8.5923,10.0824,19.1296,6.5372,8.5732,12.6415,2.5618,8.212,1.9728
PNHZD0000FD,PH112402123,2015-01-01,S,6.6511,2.6227,4.4781,4.2385,1.0563,1.772,2.6925,0.9098,1.2441,2.5626,7.3421,0.9356
PNHZD0000FE,PH112402086,2015-01-01,S,19.1491,5.9885,2.0265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNHZD0000FF,PH112402045,2015-01-01,S,1.8588,4.6053,7.2593,0.0,0.0,0.044,0.0,0.0007,0.0422,15.1417,57.3041,16.2444
PNHZD000100,PH112402066,2015-01-01,S,7.9615,7.3961,3.211,0.0,0.0,0.0,0.0,0.0,0.0,4.415,9.3935,1.5707
PNHZD000101,PH112402080,2015-01-01,S,1.9142,5.8179,4.9186,0.0,0.0,0.0,0.0,0.0,0.0,13.0554,19.9033,1.3556
PNHZD000102,PH112402057,2015-01-01,S,9.3443,46.487,39.1457,11.0662,53.954,27.5682,14.1124,57.9885,15.975,0.0243,0.0,0.0
PNHZD000103,PH112402042,2015-01-01,S,2.2526,6.3473,11.8295,0.0,0.0,0.0,0.0,0.0,0.0,10.5731,32.0221,13.4753
PNHZD000104,PH112402154,2015-01-01,S,26.4271,0.0,0.0,17.5097,0.0,0.0,8.2129,0.0,0.0,0.0,0.0,0.0
PNHZD000105,PH112402002,2015-01-01,S,34.2972,7.0816,0.0,27.3076,3.1768,0.0,14.0469,1.4474,0.0,0.0,0.0,0.0
PNHZD000106,PH112402150,2015-01-01,S,54.6949,30.5795,0.0,55.07,16.8672,0.0,43.964,4.9279,0.0,0.0,0.0,0.0
PNHZD000107,PH112402151,2015-01-01,S,39.7245,15.4015,0.0,35.8334,8.8739,0.0,23.6517,4.1578,0.0,0.0,0.0,0.0
PNHZD000108,PH112402012,2015-01-01,S,9.6568,1.9036,2.3098,0.3847,0.2547,2.1615,0.2698,0.3371,1.8408,0.965,1.2702,0.01
PNHZD000109,PH112402184,2015-01-01,S,1.5579,4.7427,4.1458,0.0,0.0,0.0,0.0,0.0,0.0,14.0932,43.167,12.0062
PNHZD00010A,PH112402099,2015-01-01,S,1.0531,3.8488,5.4994,0.0199,0.0545,0.0185,0.0268,0.0434,0.0125,10.7512,40.3862,29.0871
PNHZD00010B,PH112402127,2015-01-01,S,10.862,9.8915,10.5469,0.222,0.1596,0.0344,0.1796,0.1205,0.0177,0.3276,0.6123,0.0404
PNHZD00010C,PH112402074,2015-01-01,S,28.9504,17.7195,2.4352,29.2521,13.1161,2.0956,22.2523,7.62,1.3988,0.0,0.0,0.0
PNHZD00010D,PH112402185,2015-01-01,S,43.9076,10.7324,0.0,35.2049,4.9264,0.0,13.5203,2.4986,0.0,0.0,0.0,0.0
PNHZD00010E,PH112402117,2015-01-01,S,15.9458,8.5977,2.1585,0.0,0.0,0.0,0.0,0.0,0.0,0.2014,0.0562,0.0
PNHZD00010F,PH112402014,2015-01-01,S,3.8355,3.8417,9.9383,3.5592,3.5537,8.7902,3.1605,3.0177,7.2099,6.1125,15.7311,5.599
PNHZD000110,PH112402114,2015-01-01,S,3.5345,1.7876,3.3407,3.1401,1.6224,2.92,2.7225,1.409,2.2511,7.7114,17.5454,6.1992
PNHZD000111,PH112402145,2015-01-01,S,27.4948,3.5997,0.0,20.2172,2.6713,0.0,12.3657,0.5753,0.0,0.0,0.0,0.0
PNHZD000112,PH112402087,2015-01-01,S,6.2331,14.1211,7.4622,0.0,0.0,0.0,0.0,0.0,0.0,4.8216,4.5001,0.411
PNHZD000113,PH112402153,2015-01-01,S,34.2313,16.2751,0.0173,32.5864,11.0941,0.0,24.4427,5.53,0.0,0.0,0.0,0.0
